fips,area_name,avg_house_value,avg_realestate_taxes
17179,"Tazewell County, Illinois",153145,2963
17181,"Union County, Illinois",118573,1516
17183,"Vermilion County, Illinois",93662,1718
17185,"Wabash County, Illinois",107193,1592
17187,"Warren County, Illinois",110901,1867
17189,"Washington County, Illinois",130314,2295
17191,"Wayne County, Illinois",92698,1141
17193,"White County, Illinois",91115,1129
17195,"Whiteside County, Illinois",124336,2506
17197,"Will County, Illinois",235921,5836
17199,"Williamson County, Illinois",119727,1866
17201,"Winnebago County, Illinois",132484,3584
17203,"Woodford County, Illinois",175937,3446
18001,"Adams County, Indiana",162340,1307
18003,"Allen County, Indiana",138430,1271
18005,"Bartholomew County, Indiana",161552,1395
18007,"Benton County, Indiana",98694,762
18009,"Blackford County, Indiana",85245,704
18011,"Boone County, Indiana",243746,2427
18013,"Brown County, Indiana",204106,1030
18015,"Carroll County, Indiana",129301,1000
18017,"Cass County, Indiana",104557,819
18019,"Clark County, Indiana",146710,1277
18021,"Clay County, Indiana",109362,684
18023,"Clinton County, Indiana",116489,871
18025,"Crawford County, Indiana",103611,1004
18027,"Daviess County, Indiana",160377,1085
18029,"Dearborn County, Indiana",172304,1561
18031,"Decatur County, Indiana",133482,904
18033,"DeKalb County, Indiana",134367,1075
18035,"Delaware County, Indiana",108293,1030
18037,"Dubois County, Indiana",148740,1292
18039,"Elkhart County, Indiana",143028,1360
18041,"Fayette County, Indiana",103698,868
18043,"Floyd County, Indiana",181397,1401
18045,"Fountain County, Indiana",110875,815
18047,"Franklin County, Indiana",167158,1104
18049,"Fulton County, Indiana",131449,842
18051,"Gibson County, Indiana",119238,1009
18053,"Grant County, Indiana",97072,673
18055,"Greene County, Indiana",109635,836
18057,"Hamilton County, Indiana",259175,2596
18059,"Hancock County, Indiana",178060,1716
18061,"Harrison County, Indiana",134956,909
18063,"Hendricks County, Indiana",180307,1888
18065,"Henry County, Indiana",108824,971
18067,"Howard County, Indiana",114711,834
18069,"Huntington County, Indiana",120998,1021
18071,"Jackson County, Indiana",127854,808
18073,"Jasper County, Indiana",156381,838
18075,"Jay County, Indiana",114097,714
18077,"Jefferson County, Indiana",161819,1050
18079,"Jennings County, Indiana",103610,902
18081,"Johnson County, Indiana",168756,1585
18083,"Knox County, Indiana",108168,930
18085,"Kosciusko County, Indiana",165314,1191
18087,"LaGrange County, Indiana",192206,1354
18089,"Lake County, Indiana",156082,1937
18091,"LaPorte County, Indiana",150377,1371
18093,"Lawrence County, Indiana",125834,998
18095,"Madison County, Indiana",111038,1055
18097,"Marion County, Indiana",144239,1544
18099,"Marshall County, Indiana",153935,1202
18101,"Martin County, Indiana",127544,798
18103,"Miami County, Indiana",108458,599
18105,"Monroe County, Indiana",194756,1444
18107,"Montgomery County, Indiana",129196,637
18109,"Morgan County, Indiana",168845,913
18111,"Newton County, Indiana",125722,1127
18113,"Noble County, Indiana",141024,1076
18115,"Ohio County, Indiana",143690,783
18117,"Orange County, Indiana",100399,617
18119,"Owen County, Indiana",124510,1014
18121,"Parke County, Indiana",112608,738
18123,"Perry County, Indiana",115749,969
18125,"Pike County, Indiana",117561,931
18127,"Porter County, Indiana",192256,1836
18129,"Posey County, Indiana",146565,1215
18131,"Pulaski County, Indiana",110257,608
18133,"Putnam County, Indiana",144554,1003
18135,"Randolph County, Indiana",90077,820
18137,"Ripley County, Indiana",152082,1029
18139,"Rush County, Indiana",125903,966
18141,"St. Joseph County, Indiana",139022,1394
18143,"Scott County, Indiana",112028,1003
18145,"Shelby County, Indiana",140566,1141
18147,"Spencer County, Indiana",134862,928
18149,"Starke County, Indiana",114363,922
18151,"Steuben County, Indiana",170304,1133
18153,"Sullivan County, Indiana",94378,727
18155,"Switzerland County, Indiana",139009,963
18157,"Tippecanoe County, Indiana",160470,1280
18159,"Tipton County, Indiana",130441,935
18161,"Union County, Indiana",126566,1221
18163,"Vanderburgh County, Indiana",134251,1137
18165,"Vermillion County, Indiana",92348,814
18167,"Vigo County, Indiana",120119,1134
18169,"Wabash County, Indiana",110603,488
18171,"Warren County, Indiana",123954,899
18173,"Warrick County, Indiana",168705,1419
18175,"Washington County, Indiana",131856,899
18177,"Wayne County, Indiana",120626,1059
18179,"Wells County, Indiana",131419,762
18181,"White County, Indiana",135961,991
18183,"Whitley County, Indiana",152383,1221
19001,"Adair County, Iowa",106618,1450
19003,"Adams County, Iowa",130326,1244
19005,"Allamakee County, Iowa",177597,1584
19007,"Appanoose County, Iowa",101904,1360
19009,"Audubon County, Iowa",117403,1208
19011,"Benton County, Iowa",158427,1947
19013,"Black Hawk County, Iowa",144426,2185
19015,"Boone County, Iowa",140634,2045
19017,"Bremer County, Iowa",168422,2196
19019,"Buchanan County, Iowa",148043,1831
19021,"Buena Vista County, Iowa",129247,1703
19023,"Butler County, Iowa",139684,1665
19025,"Calhoun County, Iowa",103854,1319
19027,"Carroll County, Iowa",131151,1511
19029,"Cass County, Iowa",125128,1692
19031,"Cedar County, Iowa",182056,1962
19033,"Cerro Gordo County, Iowa",141654,1817
19035,"Cherokee County, Iowa",102226,1221
19037,"Chickasaw County, Iowa",132693,1381
19039,"Clarke County, Iowa",122219,1725
19041,"Clay County, Iowa",123573,1675
19043,"Clayton County, Iowa",138992,1736
19045,"Clinton County, Iowa",134173,1972
19047,"Crawford County, Iowa",129133,1443
19049,"Dallas County, Iowa",211687,3176
19051,"Davis County, Iowa",128968,1719
19053,"Decatur County, Iowa",118665,1573
19055,"Delaware County, Iowa",155134,2011
19057,"Des Moines County, Iowa",124646,1810
19059,"Dickinson County, Iowa",235641,2273
19061,"Dubuque County, Iowa",168248,2174
19063,"Emmet County, Iowa",108728,1452
19065,"Fayette County, Iowa",120263,1407
19067,"Floyd County, Iowa",116834,1406
19069,"Franklin County, Iowa",107799,1312
19071,"Fremont County, Iowa",120678,1432
19073,"Greene County, Iowa",109136,1537
19075,"Grundy County, Iowa",144745,1827
19077,"Guthrie County, Iowa",152161,1831
19079,"Hamilton County, Iowa",107195,1576
19081,"Hancock County, Iowa",119044,1347
19083,"Hardin County, Iowa",111022,1351
19085,"Harrison County, Iowa",147180,1814
19087,"Henry County, Iowa",132387,1736
19089,"Howard County, Iowa",142410,1516
19091,"Humboldt County, Iowa",115260,1419
19093,"Ida County, Iowa",117426,1112
19095,"Iowa County, Iowa",166811,1845
19097,"Jackson County, Iowa",145322,1646
19099,"Jasper County, Iowa",137148,2007
19101,"Jefferson County, Iowa",134753,1800
19103,"Johnson County, Iowa",221361,3114
19105,"Jones County, Iowa",174303,1689
19107,"Keokuk County, Iowa",95897,1207
19109,"Kossuth County, Iowa",121312,1299
19111,"Lee County, Iowa",109284,1464
19113,"Linn County, Iowa",171999,2604
19115,"Louisa County, Iowa",146810,1480
19117,"Lucas County, Iowa",103968,1474
19119,"Lyon County, Iowa",136975,1522
19121,"Madison County, Iowa",182699,2504
19123,"Mahaska County, Iowa",125998,1791
19125,"Marion County, Iowa",162555,2129
19127,"Marshall County, Iowa",118622,1829
19129,"Mills County, Iowa",175921,2357
19131,"Mitchell County, Iowa",171565,1450
19133,"Monona County, Iowa",102803,1189
19135,"Monroe County, Iowa",137691,1669
19137,"Montgomery County, Iowa",98158,1441
19139,"Muscatine County, Iowa",142574,2086
19141,"O'Brien County, Iowa",129679,1568
19143,"Osceola County, Iowa",100801,1152
19145,"Page County, Iowa",98738,1434
19147,"Palo Alto County, Iowa",107976,1379
19149,"Plymouth County, Iowa",148766,1827
19151,"Pocahontas County, Iowa",91743,912
19153,"Polk County, Iowa",176182,3007
19155,"Pottawattamie County, Iowa",152026,2370
19157,"Poweshiek County, Iowa",153168,1877
19159,"Ringgold County, Iowa",120356,1534
19161,"Sac County, Iowa",120832,1114
19163,"Scott County, Iowa",172976,2574
19165,"Shelby County, Iowa",135191,1685
19167,"Sioux County, Iowa",154038,1931
19169,"Story County, Iowa",187559,2537
19171,"Tama County, Iowa",127771,1638
19173,"Taylor County, Iowa",93517,1111
19175,"Union County, Iowa",109037,1689
19177,"Van Buren County, Iowa",95782,1277
19179,"Wapello County, Iowa",96323,1501
19181,"Warren County, Iowa",181997,2727
19183,"Washington County, Iowa",142836,1944
19185,"Wayne County, Iowa",103741,1200
19187,"Webster County, Iowa",110889,1589
19189,"Winnebago County, Iowa",110564,1474
19191,"Winneshiek County, Iowa",175663,2103
19193,"Woodbury County, Iowa",120758,1895
19195,"Worth County, Iowa",113435,1425
19197,"Wright County, Iowa",89455,1293
20001,"Allen County, Kansas",77076,1225
20003,"Anderson County, Kansas",108562,1634
20005,"Atchison County, Kansas",124689,1609
20007,"Barber County, Kansas",86877,947
20009,"Barton County, Kansas",101757,1465
20011,"Bourbon County, Kansas",94642,1382
20013,"Brown County, Kansas",105432,1235
20015,"Butler County, Kansas",153896,2539
20017,"Chase County, Kansas",105295,1482
20019,"Chautauqua County, Kansas",98047,1180
20021,"Cherokee County, Kansas",87710,1053
20023,"Cheyenne County, Kansas",93612,1271
20025,"Clark County, Kansas",76195,1302
20027,"Clay County, Kansas",120890,1617
20029,"Cloud County, Kansas",85002,1322
20031,"Coffey County, Kansas",122602,1395
20033,"Comanche County, Kansas",75499,1008
20035,"Cowley County, Kansas",100122,1533
20037,"Crawford County, Kansas",110610,1338
20039,"Decatur County, Kansas",63776,1083
20041,"Dickinson County, Kansas",126784,1647
20043,"Doniphan County, Kansas",115201,1264
20045,"Douglas County, Kansas",202892,2561
20047,"Edwards County, Kansas",76527,977
20049,"Elk County, Kansas",128829,1193
20051,"Ellis County, Kansas",153846,1943
20053,"Ellsworth County, Kansas",108938,1421
20055,"Finney County, Kansas",124225,1631
20057,"Ford County, Kansas",108118,1767
20059,"Franklin County, Kansas",141197,1893
20061,"Geary County, Kansas",163628,2144
20063,"Gove County, Kansas",93727,1114
20065,"Graham County, Kansas",84459,1270
20067,"Grant County, Kansas",103608,1340
20069,"Gray County, Kansas",124322,1779
20071,"Greeley County, Kansas",98230,1773
20073,"Greenwood County, Kansas",76459,1045
20075,"Hamilton County, Kansas",94228,1322
20077,"Harper County, Kansas",103122,1384
20079,"Harvey County, Kansas",125576,1759
20081,"Haskell County, Kansas",116136,1288
20083,"Hodgeman County, Kansas",108089,1738
20085,"Jackson County, Kansas",138168,1738
20087,"Jefferson County, Kansas",140652,1992
20089,"Jewell County, Kansas",63850,904
20091,"Johnson County, Kansas",257833,3287
20093,"Kearny County, Kansas",107248,1073
20095,"Kingman County, Kansas",123550,1679
20097,"Kiowa County, Kansas",125518,1852
20099,"Labette County, Kansas",108580,1512
20101,"Lane County, Kansas",137015,1087
20103,"Leavenworth County, Kansas",174635,2324
20105,"Lincoln County, Kansas",75048,1460
20107,"Linn County, Kansas",138573,1568
20109,"Logan County, Kansas",143876,1537
20111,"Lyon County, Kansas",109452,1660
20113,"McPherson County, Kansas",142863,1878
20115,"Marion County, Kansas",113855,1544
20117,"Marshall County, Kansas",110793,1417
20119,"Meade County, Kansas",106627,1195
20121,"Miami County, Kansas",181744,2469
20123,"Mitchell County, Kansas",95119,1466
20125,"Montgomery County, Kansas",98191,1368
20127,"Morris County, Kansas",109468,1553
20129,"Morton County, Kansas",103304,1518
20131,"Nemaha County, Kansas",143407,1480
20133,"Neosho County, Kansas",89492,1441
20135,"Ness County, Kansas",83833,1012
20137,"Norton County, Kansas",73893,1098
20139,"Osage County, Kansas",120920,1728
20141,"Osborne County, Kansas",75088,1066
20143,"Ottawa County, Kansas",119042,1801
20145,"Pawnee County, Kansas",91007,1501
20147,"Phillips County, Kansas",85262,1320
20149,"Pottawatomie County, Kansas",161240,1826
20151,"Pratt County, Kansas",119373,1813
20153,"Rawlins County, Kansas",85431,1232
20155,"Reno County, Kansas",111388,1848
20157,"Republic County, Kansas",74799,1300
20159,"Rice County, Kansas",88963,1413
20161,"Riley County, Kansas",194423,2591
20163,"Rooks County, Kansas",91846,1247
20165,"Rush County, Kansas",75078,1146
20167,"Russell County, Kansas",89163,1248
20169,"Saline County, Kansas",138511,1840
20171,"Scott County, Kansas",146126,2023
20173,"Sedgwick County, Kansas",147306,2009
20175,"Seward County, Kansas",100615,1468
20177,"Shawnee County, Kansas",135927,2101
20179,"Sheridan County, Kansas",127809,1542
20181,"Sherman County, Kansas",85797,1183
20183,"Smith County, Kansas",81114,1430
20185,"Stafford County, Kansas",93406,1166
20187,"Stanton County, Kansas",92388,1369
20189,"Stevens County, Kansas",117417,1181
20191,"Sumner County, Kansas",105397,1642
20193,"Thomas County, Kansas",141980,1762
20195,"Trego County, Kansas",90853,1422
20197,"Wabaunsee County, Kansas",123052,1770
20199,"Wallace County, Kansas",88871,1192
20201,"Washington County, Kansas",78264,1215
20203,"Wichita County, Kansas",95207,1683
20205,"Wilson County, Kansas",81146,1018
20207,"Woodson County, Kansas",62014,1136
20209,"Wyandotte County, Kansas",109996,1840
21001,"Adair County, Kentucky",106292,619
21003,"Allen County, Kentucky",110697,809
21005,"Anderson County, Kentucky",158474,1267
21007,"Ballard County, Kentucky",120406,947
21009,"Barren County, Kentucky",128487,922
21011,"Bath County, Kentucky",88140,596
21013,"Bell County, Kentucky",79897,438
21015,"Boone County, Kentucky",194149,1783
21017,"Bourbon County, Kentucky",199240,1282
21019,"Boyd County, Kentucky",136765,997
21021,"Boyle County, Kentucky",157465,1253
21023,"Bracken County, Kentucky",120151,1025
21025,"Breathitt County, Kentucky",73369,429
21027,"Breckinridge County, Kentucky",115524,681
21029,"Bullitt County, Kentucky",158290,1427
21031,"Butler County, Kentucky",104782,646
21033,"Caldwell County, Kentucky",128888,582
21035,"Calloway County, Kentucky",137769,969
21037,"Campbell County, Kentucky",177574,1939
21039,"Carlisle County, Kentucky",97222,610
21041,"Carroll County, Kentucky",114511,882
21043,"Carter County, Kentucky",97707,468
21045,"Casey County, Kentucky",93128,522
21047,"Christian County, Kentucky",129903,890
21049,"Clark County, Kentucky",164112,1240
21051,"Clay County, Kentucky",79775,500
21053,"Clinton County, Kentucky",76984,401
21055,"Crittenden County, Kentucky",95494,552
21057,"Cumberland County, Kentucky",87614,456
21059,"Daviess County, Kentucky",136865,1193
21061,"Edmonson County, Kentucky",139977,667
21063,"Elliott County, Kentucky",151555,427
21065,"Estill County, Kentucky",88343,632
21067,"Fayette County, Kentucky",210643,1909
21069,"Fleming County, Kentucky",116420,698
21071,"Floyd County, Kentucky",102435,592
21073,"Franklin County, Kentucky",160878,1365
21075,"Fulton County, Kentucky",85501,628
21077,"Gallatin County, Kentucky",122507,1009
21079,"Garrard County, Kentucky",142183,1104
21081,"Grant County, Kentucky",140525,1079
21083,"Graves County, Kentucky",111744,711
21085,"Grayson County, Kentucky",113055,579
21087,"Green County, Kentucky",87050,589
21089,"Greenup County, Kentucky",113111,1024
21091,"Hancock County, Kentucky",112694,705
21093,"Hardin County, Kentucky",162803,1165
21095,"Harlan County, Kentucky",69395,421
21097,"Harrison County, Kentucky",171460,968
21099,"Hart County, Kentucky",117038,650
21101,"Henderson County, Kentucky",127890,1097
21103,"Henry County, Kentucky",141256,1204
21105,"Hickman County, Kentucky",76036,656
21107,"Hopkins County, Kentucky",107831,834
21109,"Jackson County, Kentucky",90506,520
21111,"Jefferson County, Kentucky",188953,1753
21113,"Jessamine County, Kentucky",221016,1862
21115,"Johnson County, Kentucky",96847,603
21117,"Kenton County, Kentucky",168763,1876
21119,"Knott County, Kentucky",87966,380
21121,"Knox County, Kentucky",85169,555
21123,"Larue County, Kentucky",139194,836
21125,"Laurel County, Kentucky",114912,653
21127,"Lawrence County, Kentucky",109681,652
21129,"Lee County, Kentucky",78226,558
21131,"Leslie County, Kentucky",61850,429
21133,"Letcher County, Kentucky",70570,368
21135,"Lewis County, Kentucky",96404,426
21137,"Lincoln County, Kentucky",99816,643
21139,"Livingston County, Kentucky",105876,667
21141,"Logan County, Kentucky",105005,727
21143,"Lyon County, Kentucky",148161,981
21145,"McCracken County, Kentucky",153558,1076
21147,"McCreary County, Kentucky",73102,397
21149,"McLean County, Kentucky",106710,694
21151,"Madison County, Kentucky",160496,1289
21153,"Magoffin County, Kentucky",74355,387
21155,"Marion County, Kentucky",117539,820
21157,"Marshall County, Kentucky",137639,904
21159,"Martin County, Kentucky",89193,395
21161,"Mason County, Kentucky",129050,904
21163,"Meade County, Kentucky",151080,1153
21165,"Menifee County, Kentucky",116840,527
21167,"Mercer County, Kentucky",155260,1225
21169,"Metcalfe County, Kentucky",107778,588
21171,"Monroe County, Kentucky",96553,560
21173,"Montgomery County, Kentucky",129219,972
21175,"Morgan County, Kentucky",96300,580
21177,"Muhlenberg County, Kentucky",97185,590
21179,"Nelson County, Kentucky",157049,1273
21181,"Nicholas County, Kentucky",99106,595
21183,"Ohio County, Kentucky",92088,543
21185,"Oldham County, Kentucky",302577,2864
21187,"Owen County, Kentucky",130141,930
21189,"Owsley County, Kentucky",81059,460
21191,"Pendleton County, Kentucky",129858,1107
21193,"Perry County, Kentucky",125673,666
21195,"Pike County, Kentucky",100498,558
21197,"Powell County, Kentucky",87157,443
21199,"Pulaski County, Kentucky",135805,840
21201,"Robertson County, Kentucky",95658,610
21203,"Rockcastle County, Kentucky",94660,461
21205,"Rowan County, Kentucky",119434,764
21207,"Russell County, Kentucky",113847,684
21209,"Scott County, Kentucky",195933,1272
21211,"Shelby County, Kentucky",224007,1806
21213,"Simpson County, Kentucky",137654,907
21215,"Spencer County, Kentucky",192230,1701
21217,"Taylor County, Kentucky",121570,785
21219,"Todd County, Kentucky",108397,597
21221,"Trigg County, Kentucky",146344,807
21223,"Trimble County, Kentucky",127912,910
21225,"Union County, Kentucky",117903,786
21227,"Warren County, Kentucky",167588,1182
21229,"Washington County, Kentucky",117222,767
21231,"Wayne County, Kentucky",95501,501
21233,"Webster County, Kentucky",88874,669
21235,"Whitley County, Kentucky",93533,560
21237,"Wolfe County, Kentucky",74239,350
21239,"Woodford County, Kentucky",232613,1608
22001,"Acadia Parish, Louisiana",110652,323
22003,"Allen Parish, Louisiana",99248,164
22005,"Ascension Parish, Louisiana",188376,866
22007,"Assumption Parish, Louisiana",123985,310
22009,"Avoyelles Parish, Louisiana",114673,179
22011,"Beauregard Parish, Louisiana",138472,385
22013,"Bienville Parish, Louisiana",82558,107
22015,"Bossier Parish, Louisiana",166377,943
22017,"Caddo Parish, Louisiana",151110,1129
22019,"Calcasieu Parish, Louisiana",141610,582
22021,"Caldwell Parish, Louisiana",89969,189
22023,"Cameron Parish, Louisiana",139286,464
22025,"Catahoula Parish, Louisiana",85870,156
22027,"Claiborne Parish, Louisiana",113194,250
22029,"Concordia Parish, Louisiana",101362,268
22031,"De Soto Parish, Louisiana",117169,300
22033,"East Baton Rouge Parish, Louisiana",201936,1135
22035,"East Carroll Parish, Louisiana",78917,177
22037,"East Feliciana Parish, Louisiana",163789,286
22039,"Evangeline Parish, Louisiana",108292,283
22041,"Franklin Parish, Louisiana",99229,161
22043,"Grant Parish, Louisiana",103550,251
22045,"Iberia Parish, Louisiana",127233,450
22047,"Iberville Parish, Louisiana",142993,424
22049,"Jackson Parish, Louisiana",101206,349
22051,"Jefferson Parish, Louisiana",197633,1038
22053,"Jefferson Davis Parish, Louisiana",113705,346
22055,"Lafayette Parish, Louisiana",189419,979
22057,"Lafourche Parish, Louisiana",149370,467
22059,"LaSalle Parish, Louisiana",102524,315
22061,"Lincoln Parish, Louisiana",149946,748
22063,"Livingston Parish, Louisiana",152167,716
22065,"Madison Parish, Louisiana",72615,140
22067,"Morehouse Parish, Louisiana",95904,333
22069,"Natchitoches Parish, Louisiana",133105,512
22071,"Orleans Parish, Louisiana",253874,2074
22073,"Ouachita Parish, Louisiana",156859,662
22075,"Plaquemines Parish, Louisiana",175264,559
22077,"Pointe Coupee Parish, Louisiana",151680,436
22079,"Rapides Parish, Louisiana",157430,593
22081,"Red River Parish, Louisiana",99677,190
22083,"Richland Parish, Louisiana",101319,187
22085,"Sabine Parish, Louisiana",107629,248
22087,"St. Bernard Parish, Louisiana",138999,518
22089,"St. Charles Parish, Louisiana",191603,1005
22091,"St. Helena Parish, Louisiana",123895,246
22093,"St. James Parish, Louisiana",144265,528
22095,"St. John the Baptist Parish, Louisiana",152291,563
22097,"St. Landry Parish, Louisiana",117660,249
22099,"St. Martin Parish, Louisiana",122012,349
22101,"St. Mary Parish, Louisiana",112720,426
22103,"St. Tammany Parish, Louisiana",221448,1706
22105,"Tangipahoa Parish, Louisiana",145993,511
22107,"Tensas Parish, Louisiana",88262,195
22109,"Terrebonne Parish, Louisiana",153568,480
22111,"Union Parish, Louisiana",104765,259
22113,"Vermilion Parish, Louisiana",134988,375
22115,"Vernon Parish, Louisiana",128956,251
22117,"Washington Parish, Louisiana",114193,328
22119,"Webster Parish, Louisiana",100371,269
22121,"West Baton Rouge Parish, Louisiana",155073,640
22123,"West Carroll Parish, Louisiana",83429,91
22125,"West Feliciana Parish, Louisiana",212028,969
22127,"Winn Parish, Louisiana",90020,175
23001,"Androscoggin County, Maine",170286,2466
23003,"Aroostook County, Maine",112429,1476
23005,"Cumberland County, Maine",286443,3694
23007,"Franklin County, Maine",177041,1729
23009,"Hancock County, Maine",265692,2186
23011,"Kennebec County, Maine",166636,2021
23013,"Knox County, Maine",252473,2847
23015,"Lincoln County, Maine",278441,2467
23017,"Oxford County, Maine",163713,1802
23019,"Penobscot County, Maine",146672,1984
23021,"Piscataquis County, Maine",142403,1598
23023,"Sagadahoc County, Maine",229887,2818
23025,"Somerset County, Maine",128412,1570
23027,"Waldo County, Maine",183376,2119
23029,"Washington County, Maine",143249,1522
23031,"York County, Maine",269361,3004
24001,"Allegany County, Maryland",146361,1613
24003,"Anne Arundel County, Maryland",401679,3179
24005,"Baltimore County, Maryland",295165,3067
24009,"Calvert County, Maryland",366307,3499
24011,"Caroline County, Maryland",234805,2150
24013,"Carroll County, Maryland",340989,3496
24015,"Cecil County, Maryland",258038,2578
24017,"Charles County, Maryland",305408,3418
24019,"Dorchester County, Maryland",233559,2150
24021,"Frederick County, Maryland",321744,3740
24023,"Garrett County, Maryland",238031,1807
24025,"Harford County, Maryland",306186,3153
24027,"Howard County, Maryland",452330,5192
24029,"Kent County, Maryland",340496,2736
24031,"Montgomery County, Maryland",531193,4912
24033,"Prince George's County, Maryland",273922,3734
24035,"Queen Anne's County, Maryland",418035,3307
24037,"St. Mary's County, Maryland",325310,2785
24039,"Somerset County, Maryland",187364,1740
24041,"Talbot County, Maryland",492080,2411
24043,"Washington County, Maryland",234115,2311
24045,"Wicomico County, Maryland",197302,1877
24047,"Worcester County, Maryland",278806,2281
24510,"Baltimore city, Maryland",189484,2877
25001,"Barnstable County, Massachusetts",455108,3258
25003,"Berkshire County, Massachusetts",267731,2982
25005,"Bristol County, Massachusetts",296268,3242
25007,"Dukes County, Massachusetts",707904,3818
25009,"Essex County, Massachusetts",402770,4720
25011,"Franklin County, Massachusetts",244566,3491
25013,"Hampden County, Massachusetts",222663,3365
25015,"Hampshire County, Massachusetts",283407,3826
25017,"Middlesex County, Massachusetts",478092,5611
25019,"Nantucket County, Massachusetts",1166358,4315
25021,"Norfolk County, Massachusetts",488781,5510
25023,"Plymouth County, Massachusetts",369198,4343
25025,"Suffolk County, Massachusetts",455615,3836
25027,"Worcester County, Massachusetts",281876,3802
26001,"Alcona County, Michigan",141456,1376
26003,"Alger County, Michigan",141813,1468
26005,"Allegan County, Michigan",164520,2118
26007,"Alpena County, Michigan",135382,1426
26009,"Antrim County, Michigan",214685,2236
26011,"Arenac County, Michigan",116200,1528
26013,"Baraga County, Michigan",130305,1447
26015,"Barry County, Michigan",165426,2063
26017,"Bay County, Michigan",117534,1879
26019,"Benzie County, Michigan",191485,1849
26021,"Berrien County, Michigan",180042,2026
26023,"Branch County, Michigan",130181,1601
26025,"Calhoun County, Michigan",123298,2124
26027,"Cass County, Michigan",168994,1801
26029,"Charlevoix County, Michigan",211792,2383
26031,"Cheboygan County, Michigan",169615,1582
26033,"Chippewa County, Michigan",125882,1541
26035,"Clare County, Michigan",100157,1146
26037,"Clinton County, Michigan",165842,2576
26039,"Crawford County, Michigan",115989,1472
26041,"Delta County, Michigan",119469,1527
26043,"Dickinson County, Michigan",126009,1834
26045,"Eaton County, Michigan",146034,2381
26047,"Emmet County, Michigan",247213,2708
26049,"Genesee County, Michigan",109075,1958
26051,"Gladwin County, Michigan",121411,1536
26053,"Gogebic County, Michigan",105571,1393
26055,"Grand Traverse County, Michigan",213282,2591
26057,"Gratiot County, Michigan",110364,1476
26059,"Hillsdale County, Michigan",122475,1525
26061,"Houghton County, Michigan",120088,1577
26063,"Huron County, Michigan",127625,1689
26065,"Ingham County, Michigan",140884,3097
26067,"Ionia County, Michigan",128117,1783
26069,"Iosco County, Michigan",113718,1273
26071,"Iron County, Michigan",104314,1373
26073,"Isabella County, Michigan",135071,1915
26075,"Jackson County, Michigan",136002,1933
26077,"Kalamazoo County, Michigan",161208,2603
26079,"Kalkaska County, Michigan",117357,1278
26081,"Kent County, Michigan",163726,2491
26083,"Keweenaw County, Michigan",161628,1516
26085,"Lake County, Michigan",111791,1242
26087,"Lapeer County, Michigan",148415,1844
26089,"Leelanau County, Michigan",329934,2933
26091,"Lenawee County, Michigan",133292,2077
26093,"Livingston County, Michigan",203249,2668
26095,"Luce County, Michigan",92892,965
26097,"Mackinac County, Michigan",158567,1647
26099,"Macomb County, Michigan",139881,2557
26101,"Manistee County, Michigan",152527,1805
26103,"Marquette County, Michigan",157659,1711
26105,"Mason County, Michigan",149123,1890
26107,"Mecosta County, Michigan",132596,1530
26109,"Menominee County, Michigan",116435,1297
26111,"Midland County, Michigan",148428,2395
26113,"Missaukee County, Michigan",123791,1399
26115,"Monroe County, Michigan",146974,1999
26117,"Montcalm County, Michigan",112503,1521
26119,"Montmorency County, Michigan",117740,1156
26121,"Muskegon County, Michigan",122912,1840
26123,"Newaygo County, Michigan",121155,1712
26125,"Oakland County, Michigan",215662,3714
26127,"Oceana County, Michigan",133590,1651
26129,"Ogemaw County, Michigan",112597,1251
26131,"Ontonagon County, Michigan",93255,1142
26133,"Osceola County, Michigan",113877,1358
26135,"Oscoda County, Michigan",109958,994
26137,"Otsego County, Michigan",142202,1489
26139,"Ottawa County, Michigan",182387,2376
26141,"Presque Isle County, Michigan",126208,1343
26143,"Roscommon County, Michigan",137573,1463
26145,"Saginaw County, Michigan",113222,1760
26147,"St. Clair County, Michigan",144548,2052
26149,"St. Joseph County, Michigan",134762,1579
26151,"Sanilac County, Michigan",141808,1460
26153,"Schoolcraft County, Michigan",118218,1217
26155,"Shiawassee County, Michigan",125860,1750
26157,"Tuscola County, Michigan",112829,1564
26159,"Van Buren County, Michigan",148794,2065
26161,"Washtenaw County, Michigan",231554,4150
26163,"Wayne County, Michigan",115599,2533
26165,"Wexford County, Michigan",119340,1679
27001,"Aitkin County, Minnesota",188845,999
27003,"Anoka County, Minnesota",202332,2430
27005,"Becker County, Minnesota",221410,1669
27007,"Beltrami County, Minnesota",163460,1573
27009,"Benton County, Minnesota",172937,2035
27011,"Big Stone County, Minnesota",136864,1310
27013,"Blue Earth County, Minnesota",177314,1791
27015,"Brown County, Minnesota",140692,1539
27017,"Carlton County, Minnesota",173836,1984
27019,"Carver County, Minnesota",302705,3617
27021,"Cass County, Minnesota",225904,1360
27023,"Chippewa County, Minnesota",130403,1417
27025,"Chisago County, Minnesota",211592,2566
27027,"Clay County, Minnesota",167884,1904
27029,"Clearwater County, Minnesota",145404,1094
27031,"Cook County, Minnesota",278801,1407
27033,"Cottonwood County, Minnesota",114320,1300
27035,"Crow Wing County, Minnesota",233783,1709
27037,"Dakota County, Minnesota",242014,2735
27039,"Dodge County, Minnesota",180498,1981
27041,"Douglas County, Minnesota",227782,2084
27043,"Faribault County, Minnesota",108567,1134
27045,"Fillmore County, Minnesota",189033,1607
